"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Sep 27 20:37:09 AMT 2021","Mon Sep 27 20:37:15 AMT 2021","6126","Default Suite","designPatterns_homework2","FluentAPI.FluentDemoqaTests","FluentAPI.FluentDemoqaTests","MainTest","MainTest","Running the main test"
